;c;s;cr
9434;2;2;2
9435;1;1;2
9436;1;2;2
9437;1;1;1
9438;1;2;2
9439;2;1;2
9440;1;1;1
9441;2;2;2
9442;2;2;1
9443;1;1;2
9444;1;2;2
9445;2;1;1
9446;2;2;1
9447;1;2;1
9448;2;2;1
9449;2;2;2
9450;1;2;1
9451;2;2;1
9452;1;2;2
9453;2;1;1
9454;2;1;2
9455;1;1;2
9456;2;2;2
9457;1;2;2
9458;2;2;1
9459;1;2;1
9460;2;1;2
9461;2;1;1
9462;1;1;1
9463;1;2;2
9464;1;2;1
9465;1;1;1
9466;2;2;1
9467;1;1;1
9468;1;2;1
9469;2;1;2
9470;2;1;1
9471;2;1;2
9472;1;2;1
9473;2;2;1
9474;1;2;1
9475;2;1;2
9476;2;2;2
9477;2;2;1
9478;1;2;2
9479;1;2;1
9480;1;2;2
9481;2;1;2
9482;1;1;2
9483;2;2;1
9484;1;2;2
9485;2;2;2
9486;2;2;2
9487;1;1;2
9488;2;1;1
9489;1;2;1
9490;2;1;1
9491;1;2;2
9492;2;1;2
9493;2;2;2
9494;1;1;1
9495;1;2;2
9496;2;2;2
9497;2;1;1
9498;2;2;1
9499;1;1;1
9500;1;2;1
9501;2;1;1
9502;2;1;2
9503;2;2;2
9504;2;2;2
9505;2;1;2
9506;1;1;2
9507;2;2;1
9508;1;1;1
9509;2;2;2
9510;2;2;1
9511;2;1;2
9512;2;1;1
9513;1;2;2
9514;2;2;2
9515;1;2;2
9516;2;1;2
9517;2;2;1
9518;2;1;2
9519;2;2;1
9520;1;2;2
9521;2;2;1
9522;2;2;1
9523;1;1;2
9524;2;1;2
9525;2;2;1
9526;1;2;2
9527;2;2;2
9528;2;1;2
9529;1;2;1
9530;1;1;1
9531;2;2;1
9532;2;1;2
9533;2;2;1
9534;2;1;2
9535;1;1;2
9536;1;2;1
9537;1;2;1
9538;2;2;2
9539;2;2;2
9540;2;1;1
9541;2;1;1
9542;2;2;2
9543;1;2;1
9544;2;1;2
9545;2;1;2
9546;1;1;1
9547;2;2;1
9548;1;2;1
9549;1;1;1
9550;1;2;2
9551;2;2;2
9552;2;1;1
9553;1;1;2
9554;1;2;2
9555;1;1;2
9556;2;1;1
9557;2;1;1
9558;1;2;1
9559;2;1;1
9560;2;2;2
9561;1;1;1
9562;1;1;1
9563;2;1;2
9564;1;2;2
9565;1;1;1
9566;2;1;2
9567;1;1;1
9568;2;2;2
9569;1;2;2
9570;2;1;1
9571;1;1;1
9572;1;2;2
9573;1;2;2
9574;1;2;1
9575;1;1;2
9576;2;2;2
9577;1;2;1
9578;2;1;2
9579;2;2;1
9580;1;1;2
9581;1;1;1
9582;1;2;2
9583;1;2;2
9584;2;2;1
9585;1;1;2
9586;1;2;1
9587;1;2;2
9588;1;1;2
9589;1;2;2
9590;1;1;2
9591;1;1;1
9592;1;1;2
9593;1;2;2
9594;2;1;1
9595;1;2;2
9596;1;2;2
9597;2;1;1
9598;1;2;1
9599;2;1;1
9600;1;1;2
9601;2;1;1
9602;1;2;2
9603;1;1;1
9604;2;1;1
9605;1;1;2
9606;1;2;2
9607;2;2;2
9608;2;2;2
9609;2;1;2
9610;1;2;2
9611;2;2;2
9612;1;1;1
9613;1;1;2
9614;2;2;2
9615;2;2;2
9616;1;2;1
9617;1;2;1
9618;1;2;2
9619;1;1;1
9620;1;1;2
9621;1;2;2
9622;2;2;1
9623;2;2;2
9624;1;2;2
9625;1;1;1
9626;2;2;2
9627;1;2;2
9628;2;2;2
9629;2;1;2
9630;2;2;1
9631;1;1;2
9632;1;2;1
9633;1;1;1
9634;1;2;2
9635;1;1;1
9636;2;2;2
9637;2;2;2
9638;2;2;1
9639;1;1;2
9640;2;1;2
9641;1;1;1
9642;2;2;1
9643;2;2;2
9644;1;1;1
9645;1;1;1
9646;2;2;1
9647;2;2;1
9648;1;2;1
9649;2;1;1
9650;1;2;1
9651;1;1;2
9652;2;1;1
9653;2;1;1
9654;1;1;2
9655;1;1;1
9656;2;2;1
9657;2;1;1
9658;2;2;1
9659;1;1;1
9660;2;1;2
9661;1;1;2
9662;1;2;1
9663;1;2;2
9664;2;1;2
9665;1;1;1
9666;2;1;1
9667;1;2;2
9668;2;1;1
9669;2;2;2
9670;2;2;2
9671;1;2;2
9672;2;1;2
9673;2;2;1
9674;2;2;2
9675;2;1;2
9676;2;1;1
9677;1;2;1
9678;2;1;2
9679;2;1;1
9680;2;1;2
9681;1;2;1
9682;2;1;2
9683;1;2;2
9684;1;1;2
9685;1;1;2
9686;2;2;2
9687;2;1;1
9688;2;2;1
9689;2;1;1
9690;2;1;2
9691;2;2;2
9692;1;1;2
9693;1;2;2
9694;2;2;1
9695;1;1;1
9696;2;2;1
9697;2;1;1
9698;2;2;2
9699;1;1;1
9700;2;2;1
9701;2;2;1
9702;2;2;1
9703;1;1;1
9704;2;2;1
9705;2;1;1
9706;2;1;1
9707;2;2;2
9708;2;2;2
9709;1;1;2
9710;1;2;1
9711;2;1;1
9712;1;1;2
9713;2;2;1
9714;2;1;1
9715;2;2;1
9716;1;1;2
9717;1;1;1
9718;2;1;2
9719;2;1;1
9720;2;2;1
9721;1;1;1
9722;1;2;2
9723;2;2;2
9724;2;1;2
9725;1;1;1
9726;2;2;1
9727;1;1;1
9728;1;2;1
9729;2;1;1
9730;2;1;1
9731;1;1;1
9732;2;1;1
9733;1;1;1
9734;2;2;1
9735;2;1;2
9736;2;2;2
9737;2;1;1
9738;1;2;2
9739;1;1;2
9740;1;1;1
9741;2;1;2
9742;2;2;2
9743;2;1;1
9744;1;2;1
9745;2;1;1
9746;1;1;2
9747;1;2;1
9748;1;1;1
9749;2;1;2
9750;1;2;2
9751;2;1;2
9752;1;1;1
9753;2;1;1
9754;1;2;2
9755;2;1;2
9756;1;1;1
9757;2;2;2
9758;2;1;1
9759;1;2;2
9760;2;1;1
9761;1;1;2
9762;2;2;1
9763;1;1;1
9764;1;2;1
9765;1;1;1
9766;2;1;2
9767;2;2;2
9768;1;2;1
9769;2;1;1
9770;1;1;1
9771;2;2;1
9772;2;2;1
9773;2;1;2
9774;2;1;2
9775;2;2;2
9776;2;1;2
9777;1;2;2
9778;1;2;2
9779;2;1;1
9780;2;2;2
9781;1;1;1
9782;2;2;2
9783;2;2;1
9784;1;2;1
9785;1;1;2
9786;2;1;2
9787;1;1;1
9788;1;1;1
9789;1;1;1
9790;1;2;2
9791;2;1;2
9792;2;1;2
9793;1;2;2
9794;2;1;2
9795;2;2;2
9796;2;1;1
9797;2;1;2
9798;2;1;1
9799;1;1;1
9800;2;1;1
9801;1;2;2
9802;2;2;1
9803;2;2;1
9804;1;1;1
9805;2;2;1
9806;1;2;2
9807;2;2;1
9808;1;1;1
9809;1;1;2
9810;2;2;1
9811;1;1;1
9812;2;2;1
9813;1;1;2
9814;2;2;1
9815;2;2;1
9816;1;2;2
9817;2;2;1
9818;1;1;1
9819;1;1;2
9820;2;1;1
9821;1;1;2
9822;2;2;2
9823;1;2;1
9824;1;2;1
9825;2;1;2
9826;2;2;1
9827;2;1;1
9828;1;2;2
9829;1;2;2
9830;1;1;1
9831;1;2;2
9832;1;1;2
9833;1;2;2
9834;1;1;2
9835;2;1;1
9836;2;1;2
9837;1;1;2
9838;1;1;1
9839;2;2;2
9840;2;1;2
9841;2;1;1
9842;1;1;2
9843;1;2;1
9844;1;2;1
9845;2;2;1
9846;1;2;2
9847;1;2;1
9848;1;1;1
9849;1;1;2
9850;1;2;1
9851;1;2;2
9852;2;1;1
9853;2;2;1
9854;2;1;1
9855;1;1;2
9856;1;2;2
9857;1;2;1
9858;1;1;2
9859;1;2;1
9860;2;1;2
9861;2;2;2
9862;2;2;1
9863;1;2;2
9864;2;1;1
9865;2;2;2
9866;1;1;2
9867;2;1;1
9868;1;2;1
9869;1;2;2
9870;2;1;1
9871;2;2;1
9872;2;2;1
9873;2;2;2
9874;2;1;1
9875;2;2;1
9876;1;1;2
9877;2;2;2
9878;2;2;2
9879;2;1;2
9880;1;1;2
9881;2;2;2
9882;2;1;1
9883;1;2;2
9884;2;1;1
9885;2;2;1
9886;2;2;1
9887;2;2;2
9888;2;1;2
9889;1;1;1
9890;1;1;2
9891;1;1;1
9892;2;1;2
9893;2;2;2
9894;2;2;2
9895;2;2;2
9896;1;2;1
9897;1;1;2
9898;1;1;2
9899;1;2;2
9900;1;1;2
9901;1;2;2
9902;1;1;1
9903;2;2;1
9904;1;1;2
9905;1;2;1
9906;1;2;1
9907;2;1;2
9908;1;1;2
9909;1;2;1
9910;1;1;2
9911;2;2;2
9912;1;2;2
9913;2;1;2
9914;1;2;1
9915;1;1;2
9916;2;2;1
9917;2;1;1
9918;1;1;1
9919;1;1;2
9920;1;2;2
9921;2;2;2
9922;2;2;1
9923;2;1;1
9924;1;1;1
9925;1;2;2
9926;2;2;2
9927;1;2;1
9928;1;1;2
9929;2;2;1
9930;1;2;2
9931;2;1;1
9932;1;1;2
9933;2;1;2
9934;2;2;2
9935;1;1;1
9936;2;2;1
9937;2;1;2
9938;1;1;1
9939;1;2;2
9940;2;1;1
9941;2;2;2
9942;2;2;1
9943;1;1;1
9944;1;2;1
9945;1;1;1
9946;1;1;1
9947;1;1;1
9948;1;2;2
9949;2;2;2
9950;1;2;2
9951;1;2;1
9952;2;2;1
9953;2;1;2
9954;2;1;1
9955;1;2;2
9956;1;1;1
9957;2;1;1
9958;1;2;2
9959;1;1;2
9960;2;2;2
9961;2;1;1
9962;1;2;2
9963;1;1;1
9964;2;1;1
9965;2;1;2
9966;2;1;1
9967;1;1;2
9968;1;2;1
9969;2;2;2
9970;2;1;1
9971;2;2;2
9972;2;1;2
9973;1;2;1
9974;2;2;1
9975;2;2;1
9976;2;1;2
9977;2;2;1
9978;2;1;2
9979;2;1;2
9980;2;2;1
9981;2;2;2
9982;2;1;1
9983;1;2;2
9984;1;2;2
9985;2;2;2
9986;2;2;2
9987;2;2;1
9988;2;2;2
9989;1;2;2
9990;1;1;2
9991;2;2;1
9992;2;1;1
9993;2;1;2
9994;2;2;2
9995;1;1;2
9996;2;1;1
9997;2;2;2
9998;1;2;1
9999;1;2;2
